PartitionKey,RowKey,Timestamp,ChainId,ChainName,Kardex,StoreId,StoreName,Address,City,Zipcode,Active,Phone,CvrNumber,ValidFrom,MondayFrom,MondayTo,TuesdayFrom,TuesdayTo,WednesdayFrom,WednesdayTo,ThursdayFrom,ThursdayTo,FridayFrom,FridayTo,SaturdayFrom,SaturdayTo,SundayFrom,SundayTo
126,20000101,2017-08-11T12:24:08.732Z,3,SuperBrugsen,9004,126,SuperBrugsen Allinge,Østergade 30,ALLINGE,3770,true,56445922,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
126,20180821,2018-08-20T12:23:37.555Z,3,SuperBrugsen,9004,126,SuperBrugsen Allinge,Østergade 30,ALLINGE,3770,true,56445922,26259495,2018-08-21T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
127,20000101,2017-08-11T12:23:57.508Z,3,SuperBrugsen,9012,127,SuperBrugsen Åkirkeby,Vesterbro 7a,AAKIRKEBY,3720,true,56974530,39284928,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
128,20000101,2017-08-11T12:23:58.967Z,3,SuperBrugsen,9017,128,SuperBrugsen Hasle,Storegade 67,HASLE,3790,true,56901800,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
128,20180612,2018-06-12T09:23:38.743Z,3,SuperBrugsen,9017,128,SuperBrugsen Hasle,Storegade 67,HASLE,3790,true,56901800,26259495,2018-06-12T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
128,20181004,2018-10-03T17:23:38.074Z,3,SuperBrugsen,9017,128,SuperBrugsen Hasle,Storegade 67,HASLE,3790,true,56901800,26259495,2018-10-04T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
128,20181220,2018-12-19T16:23:38.663Z,3,SuperBrugsen,9017,128,SuperBrugsen Hasle,Storegade 67,HASLE,3790,true,56901800,26259495,2018-12-20T00:00:00.000Z,07:30,15:00,Lukket,Lukket,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
128,20190117,2019-01-16T16:23:36.858Z,3,SuperBrugsen,9017,128,SuperBrugsen Hasle,Storegade 67,HASLE,3790,true,56901800,26259495,2019-01-17T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
129,20000101,2017-08-11T12:23:39.958Z,3,SuperBrugsen,9021,129,SuperBrugsen Klemensker,Lindevej 24,KLEMENSKER,3782,true,56966004,35241817,2000-01-01T00:00:00.000Z,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00
129,20181022,2018-10-22T11:23:39.041Z,3,SuperBrugsen,9021,129,SuperBrugsen Klemensker,Lindevej 24,KLEMENSKER,3782,true,56966004,35241817,2018-10-22T00:00:00.000Z,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00
13,20000101,2017-08-11T12:24:03.325Z,4,Dagli'Brugsen,1490,13,Dagli'Brugsen Folehaven,Frugthaven 16,VALBY,2500,true,36304255,26259495,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
13,20180705,2018-07-05T07:23:37.133Z,4,Dagli'Brugsen,1490,13,Dagli'Brugsen Folehaven,Frugthaven 16,VALBY,2500,true,36304255,26259495,2018-07-05T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
"130,20000101,2017-08-11T12:23:54.882Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00"
"130,20170820,2017-08-19T18:23:37.704Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2017-08-20T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00"
"130,20171030,2017-10-30T08:23:35.001Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2017-10-30T00:00:00.000Z,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00"
"130,20180327,2018-03-27T09:23:38.098Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2018-03-27T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00"
"130,20180626,2018-06-25T14:23:37.330Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2018-06-26T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00"
"130,20180814,2018-08-13T12:23:37.805Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2018-08-14T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00"
"130,20181022,2018-10-22T08:23:37.999Z,4,Dagli'Brugsen,9047,130,Dagli'Brugsen Tejn,""Havnevej 1, Tejn"",ALLINGE,3770,true,56480035,26259495,2018-10-22T00:00:00.000Z,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00"
131,20000101,2017-08-11T12:24:01.199Z,3,SuperBrugsen,9130,131,SuperBrugsen Rønne Syd,Søndergårds Alle 2,RØNNE,3700,true,56952502,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
131,20180325,2018-03-25T07:23:38.245Z,3,SuperBrugsen,9130,131,SuperBrugsen Rønne Syd,Søndergårds Alle 2,RØNNE,3700,true,56952502,26259495,2018-03-25T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
132,20000101,2017-08-11T12:23:44.590Z,3,SuperBrugsen,1865,132,SuperBrugsen Ndr. Frihavnsgade,Nordre Frihavnsgade 24,KØBENHAVN Ø,2100,true,35275710,26259495,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
"133,20000101,2019-02-13T23:23:39.854Z,21,Coop.dk,9914,133,FDB Møbler Ålborg,""Nytorv 13, St"",AALBORG,9000,false,0,26259495,2000-01-01T00:00:00.000Z,00:30,24:00,00:30,24:00,00:30,24:00,00:30,24:00,00:30,24:00,00:30,24:00,00:30,24:00"
134,20000101,2017-10-25T22:23:35.229Z,4,Dagli'Brugsen,2710,134,Dagli'Brugsen Stenderup,Bråvej 7,STENDERUP,8781,true,75681123,41547812,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
135,20000101,2017-08-11T12:24:01.279Z,3,SuperBrugsen,2052,135,SuperBrugsen Bjerringbro,Markedsgade 1b,BJERRINGBRO,8850,true,87503030,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
135,20180321,2018-03-21T10:23:37.740Z,3,SuperBrugsen,2052,135,SuperBrugsen Bjerringbro,Markedsgade 1b,BJERRINGBRO,8850,true,87503030,26259495,2018-03-21T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
136,20000101,2017-08-11T12:24:03.276Z,3,SuperBrugsen,4638,136,SuperBrugsen Jyderup,Nyvej 7a,JYDERUP,4450,true,59276193,14009914,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
137,20000101,2017-08-11T12:23:38.022Z,3,SuperBrugsen,4731,137,SuperBrugsen Høng,Centervej 13,HØNG,4270,true,58852138,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
137,20180329,2018-03-29T07:23:36.220Z,3,SuperBrugsen,4731,137,SuperBrugsen Høng,Centervej 13,HØNG,4270,true,58852138,26259495,2018-03-29T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
138,20000101,2017-08-11T12:23:36.207Z,3,SuperBrugsen,2117,138,SuperBrugsen Auning,Centervej 6,AUNING,8963,true,86483511,10609216,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
139,20000101,2017-08-11T12:23:55.071Z,3,SuperBrugsen,2310,139,SuperBrugsen Gedved,Skovvej 2,GEDVED,8751,true,75665222,41464615,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
14,20000101,2017-08-11T12:23:44.371Z,3,SuperBrugsen,1127,14,SuperBrugsen Borgergade,Borgergade 28,KØBENHAVN K,1300,true,33364950,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,09:00,20:00,09:00,20:00
14,20180414,2018-04-13T13:23:37.315Z,3,SuperBrugsen,1127,14,SuperBrugsen Borgergade,Borgergade 28,KØBENHAVN K,1300,true,33364950,26259495,2018-04-14T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
14,20180903,2018-09-02T16:23:37.163Z,3,SuperBrugsen,1127,14,SuperBrugsen Borgergade,Borgergade 28,KØBENHAVN K,1300,true,33364950,26259495,2018-09-03T00:00:00.000Z,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45,08:00,20:45
14,20180907,2018-09-06T14:23:37.753Z,3,SuperBrugsen,1127,14,SuperBrugsen Borgergade,Borgergade 28,KØBENHAVN K,1300,true,33364950,26259495,2018-09-07T00:00:00.000Z,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45,08:00,21:45
140,20000101,2017-08-11T12:24:01.771Z,3,SuperBrugsen,3751,140,SuperBrugsen Ølgod,Torvet 20,ØLGOD,6870,true,75244700,35714618,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
141,20000101,2017-08-11T12:23:47.460Z,4,Dagli'Brugsen,6107,141,Dagli'Brugsen Snøde,Vandværksvej 19,TRANEKÆR,5953,true,62551055,43138219,2000-01-01T00:00:00.000Z,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
141,20170822,2017-08-21T16:23:36.385Z,4,Dagli'Brugsen,6107,141,Dagli'Brugsen Snøde,Vandværksvej 19,TRANEKÆR,5953,true,62551055,43138219,2017-08-22T00:00:00.000Z,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
142,20000101,2017-08-11T12:23:43.961Z,2,Kvickly,6820,142,Kvickly Dalum,Dalumvej 46,ODENSE SV,5250,true,65431000,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
142,20180820,2018-08-19T16:23:38.529Z,2,Kvickly,6820,142,Kvickly Dalum,Dalumvej 46,ODENSE SV,5250,true,65431000,26259495,2018-08-20T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
142,20181212,2018-12-12T08:23:36.825Z,2,Kvickly,6820,142,Kvickly Dalum,Dalumvej 46,ODENSE SV,5250,true,65431000,26259495,2018-12-12T00:00:00.000Z,06:30,21:00,06:30,21:00,06:30,21:00,06:30,21:00,06:30,21:00,06:30,21:00,06:30,21:00
142,20190219,2019-02-18T14:23:37.941Z,2,Kvickly,6820,142,Kvickly Dalum,Dalumvej 46,ODENSE SV,5250,true,65431000,26259495,2019-02-19T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
143,20000101,2017-08-11T12:24:03.296Z,7,Irma,23062,143,Irma Greve,Greve Strandvej 4a,GREVE,2670,true,43693383,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
143,20180125,2018-01-25T09:23:38.817Z,7,Irma,23062,143,Irma Greve,Greve Strandvej 4a,GREVE,2670,true,43693383,26259495,2018-01-25T00:00:00.000Z,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00
144,20000101,2017-08-11T12:23:37.027Z,3,SuperBrugsen,3471,144,SuperBrugsen Egtved,Kirkevej 20,EGTVED,6040,true,75551177,59200712,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
"145,20000101,2017-08-11T12:24:01.320Z,3,SuperBrugsen,2376,145,SuperBrugsen Hatting,""Storegade 10, Hatting"",HORSENS,8700,true,75653400,38914618,2000-01-01T00:00:00.000Z,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00"
146,20000101,2017-08-11T12:23:36.702Z,3,SuperBrugsen,3102,146,SuperBrugsen Brørup,Vandværksvej 3,BRØRUP,6650,true,75381355,38100513,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
147,20000101,2017-08-11T12:23:37.103Z,3,SuperBrugsen,3636,147,SuperBrugsen Tjæreborg,Skolevej 45,TJÆREBORG,6731,true,75175599,45757919,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
148,20000101,2017-08-11T12:23:42.811Z,7,Irma,23128,148,Irma Bagsværd Hovedgade,Bagsværd Hovedgade 107c,BAGSVÆRD,2880,true,44444190,26259495,2000-01-01T00:00:00.000Z,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00
149,20000101,2017-08-11T12:24:06.597Z,3,SuperBrugsen,3405,149,SuperBrugsen Nymarksvej,Nymarksvej 39 A,FREDERICIA,7000,true,76208700,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
149,20180322,2018-03-22T10:23:38.518Z,3,SuperBrugsen,3405,149,SuperBrugsen Nymarksvej,Nymarksvej 39 A,FREDERICIA,7000,true,76208700,26259495,2018-03-22T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
150,20000101,2017-08-11T12:23:36.233Z,3,SuperBrugsen,2301,150,SuperBrugsen Galten,Søndergade 47,GALTEN,8464,true,87540540,43726811,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
151,20000101,2017-08-11T12:23:55.005Z,3,SuperBrugsen,2318,151,SuperBrugsen Glesborg,Glesborg Bygade 54,GLESBORG,8585,true,86387002,67781716,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
151,20170821,2017-08-21T10:23:39.061Z,3,SuperBrugsen,2318,151,SuperBrugsen Glesborg,Glesborg Bygade 54,GLESBORG,8585,true,86387002,67781716,2017-08-21T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,18:00,08:00,18:00
151,20180816,2018-08-16T07:23:36.697Z,3,SuperBrugsen,2318,151,SuperBrugsen Glesborg,Glesborg Bygade 54,GLESBORG,8585,true,86387002,67781716,2018-08-16T00:00:00.000Z,08:00,19:45,08:00,19:45,08:00,19:45,08:00,19:45,08:00,19:45,08:00,19:45,08:00,19:45
"152,20000101,2017-08-11T12:24:00.628Z,4,Dagli'Brugsen,3033,152,LokalBrugsen Hjordkær,""Kirkegade 59, Hjordkær"",RØDEKRO,6230,true,74666580,26259495,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00"
"152,20190115,2019-01-14T14:23:39.282Z,4,Dagli'Brugsen,3033,152,LokalBrugsen Hjordkær,""Kirkegade 59, Hjordkær"",RØDEKRO,6230,true,74666580,26259495,2019-01-15T00:00:00.000Z,07:00,19:45,07:00,19:45,07:00,19:45,07:00,19:45,07:00,19:45,07:00,19:45,07:00,19:45"
154,20000101,2017-08-11T12:23:54.982Z,3,SuperBrugsen,1615,154,SuperBrugsen Brostykkevej,Ketilstorp Alle 1,HVIDOVRE,2650,true,36494071,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
154,20180312,2018-03-12T11:23:36.693Z,3,SuperBrugsen,1615,154,SuperBrugsen Brostykkevej,Ketilstorp Alle 1,HVIDOVRE,2650,true,36494071,26259495,2018-03-12T00:00:00.000Z,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:00,08:00,20:00
154,20180322,2018-03-22T07:23:36.531Z,3,SuperBrugsen,1615,154,SuperBrugsen Brostykkevej,Ketilstorp Alle 1,HVIDOVRE,2650,true,36494071,26259495,2018-03-22T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:00,08:00,20:00
"155,20000101,2017-08-11T12:24:01.521Z,3,SuperBrugsen,2394,155,SuperBrugsen Hinnerup,""Storegade 7, Postboks 138"",HINNERUP,8382,true,87641064,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
156,20000101,2017-08-11T12:23:39.610Z,3,SuperBrugsen,8310,156,SuperBrugsen Skævinge,Hovedgaden 20,SKÆVINGE,3320,true,48288024,67447417,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
157,20000101,2017-08-11T12:23:46.329Z,4,Dagli'Brugsen,4255,157,Dagli'Brugsen Ll. Skensved,Hovedgaden 21,LILLE SKENSVED,4623,true,56169022,26259495,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
157,20171224,2017-12-24T09:23:37.655Z,4,Dagli'Brugsen,4255,157,Dagli'Brugsen Ll. Skensved,Hovedgaden 21,LILLE SKENSVED,4623,true,56169022,26259495,2017-12-24T00:00:00.000Z,07:00,14:00,07:00,18:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
157,20171230,2017-12-30T09:23:37.786Z,4,Dagli'Brugsen,4255,157,Dagli'Brugsen Ll. Skensved,Hovedgaden 21,LILLE SKENSVED,4623,true,56169022,26259495,2017-12-30T00:00:00.000Z,12:00,18:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,07:00,15:00
157,20180131,2018-01-30T13:23:36.528Z,4,Dagli'Brugsen,4255,157,Dagli'Brugsen Ll. Skensved,Hovedgaden 21,LILLE SKENSVED,4623,true,56169022,26259495,2018-01-31T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,07:00,21:00,07:00,21:00
158,20000101,2017-08-11T12:23:46.349Z,4,Dagli'Brugsen,4272,158,Dagli'Brugsen Mørkøv,Ringstedvej 7,MØRKØV,4440,true,59275006,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
158,20171231,2017-12-30T17:23:37.533Z,4,Dagli'Brugsen,4272,158,Dagli'Brugsen Mørkøv,Ringstedvej 7,MØRKØV,4440,true,59275006,26259495,2017-12-31T00:00:00.000Z,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00
158,20180103,2018-01-03T09:23:40.126Z,4,Dagli'Brugsen,4272,158,Dagli'Brugsen Mørkøv,Ringstedvej 7,MØRKØV,4440,true,59275006,26259495,2018-01-03T00:00:00.000Z,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30
158,20190202,2019-02-01T16:23:38.573Z,4,Dagli'Brugsen,4272,158,Dagli'Brugsen Mørkøv,Ringstedvej 7,MØRKØV,4440,true,59275006,26259495,2019-02-02T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
159,20000101,2017-08-11T12:23:54.642Z,4,Dagli'Brugsen,4023,159,Dagli'Brugsen Vig Lyng,Lyngvej 187,VIG,4560,true,59315201,69841414,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
159,20170814,2017-08-14T06:23:38.057Z,4,Dagli'Brugsen,4023,159,Dagli'Brugsen Vig Lyng,Lyngvej 187,VIG,4560,true,59315201,69841414,2017-08-14T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
159,20171231,2017-12-31T10:23:38.250Z,4,Dagli'Brugsen,4023,159,Dagli'Brugsen Vig Lyng,Lyngvej 187,VIG,4560,true,59315201,69841414,2017-12-31T00:00:00.000Z,08:00,14:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,14:00
159,20180101,2017-12-31T13:23:38.702Z,4,Dagli'Brugsen,4023,159,Dagli'Brugsen Vig Lyng,Lyngvej 187,VIG,4560,true,59315201,69841414,2018-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
16,20000101,2017-08-11T12:24:08.797Z,3,SuperBrugsen,1850,16,SuperBrugsen Islands Brygge,Njalsgade 27,KØBENHAVN S,2300,true,32643600,26259495,2000-01-01T00:00:00.000Z,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00
16,20180321,2018-03-21T10:23:37.840Z,3,SuperBrugsen,1850,16,SuperBrugsen Islands Brygge,Njalsgade 27,KØBENHAVN S,2300,true,32643600,26259495,2018-03-21T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
16,20180509,2018-05-09T09:23:39.199Z,3,SuperBrugsen,1850,16,SuperBrugsen Islands Brygge,Njalsgade 27,KØBENHAVN S,2300,true,32643600,26259495,2018-05-09T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
160,20000101,2017-10-25T22:23:35.248Z,2,Kvickly,3770,160,Kvickly Varde,Østervold 5,VARDE,6800,true,75220366,12673213,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
161,20000101,2017-08-11T12:23:55.052Z,3,SuperBrugsen,2115,161,SuperBrugsen Solbjerg,Østergårdsvej 278,SOLBJERG,8355,true,86927005,17314718,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
161,20181219,2018-12-19T11:23:37.528Z,3,SuperBrugsen,2115,161,SuperBrugsen Solbjerg,Østergårdsvej 278,SOLBJERG,8355,true,86927005,17314718,2018-12-19T00:00:00.000Z,08:00,14:00,Lukket,Lukket,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
161,20190109,2019-01-08T14:23:37.032Z,3,SuperBrugsen,2115,161,SuperBrugsen Solbjerg,Østergårdsvej 278,SOLBJERG,8355,true,86927005,17314718,2019-01-09T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
162,20000101,2017-08-11T12:23:36.963Z,3,SuperBrugsen,3413,162,SuperBrugsen Løjt,Løjt Storegade 14,AABENRAA,6200,true,74617512,40685618,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
162,20170907,2017-09-06T18:23:39.492Z,3,SuperBrugsen,3413,162,SuperBrugsen Løjt,Løjt Storegade 14,AABENRAA,6200,true,74617512,40685618,2017-09-07T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
162,20180428,2018-04-28T10:23:36.189Z,3,SuperBrugsen,3413,162,SuperBrugsen Løjt,Løjt Storegade 14,AABENRAA,6200,true,74617512,40685618,2018-04-28T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,16:00,07:00,20:00,07:00,20:00
162,20180514,2018-05-14T07:23:36.937Z,3,SuperBrugsen,3413,162,SuperBrugsen Løjt,Løjt Storegade 14,AABENRAA,6200,true,74617512,40685618,2018-05-14T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,16:00
162,20180604,2018-06-04T09:23:37.290Z,3,SuperBrugsen,3413,162,SuperBrugsen Løjt,Løjt Storegade 14,AABENRAA,6200,true,74617512,40685618,2018-06-04T00:00:00.000Z,07:00,20:00,07:00,16:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
162,20180701,2018-07-01T08:23:36.566Z,3,SuperBrugsen,3413,162,SuperBrugsen Løjt,Løjt Storegade 14,AABENRAA,6200,true,74617512,40685618,2018-07-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,20:00
